3	3	1	1	1	1	3	152

5	5	1	1	2	2	152	336

5	1	1	2	2	0	336	256

5	7	1	2	2	3	256	256

5	5	2	2	2	2	256	128

3	7	1	1	1	3	128	64

3	3	1	1	1	1	64	64

3	3	1	1	1	1	64	128

1	1	1	1	0	0	128	234

1	1	1	1	0	0	234	256

7	7	1	1	3	3	256	256

1	3	1	1	0	1	256	128

3	5	1	1	1	2	128	512

7	7	1	1	3	3	512	278

5	5	1	1	2	2	278	121

3	1	1	1	1	0	121	256

2	2	0	avg
7	7	1	1	3	3	256	256

7	7	1	1	3	3	256	512

3	3	1	1	1	1	512	512

3	3	1	1	1	1	512	421

1	1	1	1	0	0	421	64

2	2	0	avg
3	3	1	1	1	1	64	256

5	5	1	1	2	2	256	128

3	1	1	1	1	0	128	256

5	5	1	1	2	2	256	64

7	7	2	1	3	3	64	128

1	1	1	1	0	0	128	256

3	3	1	1	1	1	256	128

5	5	1	1	2	2	128	256

1	3	1	1	0	1	256	128

3	3	2	2	1	1	128	64

1792	1000
